Check ID,Check Name,Status,Severity,Region,Account ID,Timestamp,Description
account_security_contact_information_is_registered,Account Security Contact Information Is Registered,MANUAL,MEDIUM,global,,2025-07-16T10:43:42.451898,AWS Account 588989875114 security contact information requires manual verification. Login to the AWS Console. Choose your account name on the top right of the window -> My Account -> Alternate Contacts -> Security Section.
