Account,Region,Service,Function,ErrorType,ErrorMessage,Timestamp,ScanSessionId
588989875114,eu-west-3,comprehend,list_document_classifiers,unknown,An error occurred (InvalidRequestException) when calling the ListDocumentClassifiers operation: UNSUPPORTED_OPERATION: This operation is not supported in this region,2025-07-05T04:30:47.086058+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,sa-east-1,comprehend,list_document_classifiers,unknown,An error occurred (InvalidRequestException) when calling the ListDocumentClassifiers operation: UNSUPPORTED_OPERATION: This operation is not supported in this region,2025-07-05T04:30:47.929780+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,us-west-1,comprehend,list_document_classifiers,unknown,An error occurred (InvalidRequestException) when calling the ListDocumentClassifiers operation: UNSUPPORTED_OPERATION: This operation is not supported in this region,2025-07-05T04:30:48.070529+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,ap-south-1,connect,list_instances,unknown,An error occurred (InvalidRequestException) when calling the ListInstances operation: None,2025-07-05T04:30:48.699534+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,eu-north-1,comprehend,list_document_classifiers,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://comprehend.eu-north-1.amazonaws.com/""",2025-07-05T04:30:49.450022+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,ap-northeast-3,comprehend,list_document_classifiers,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://comprehend.ap-northeast-3.amazonaws.com/""",2025-07-05T04:30:50.058973+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,eu-north-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.eu-north-1.amazonaws.com/instance""",2025-07-05T04:30:51.086775+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,sa-east-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.sa-east-1.amazonaws.com/instance""",2025-07-05T04:30:51.624632+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,eu-west-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.eu-west-1.amazonaws.com/instance""",2025-07-05T04:30:52.153151+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,eu-west-3,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.eu-west-3.amazonaws.com/instance""",2025-07-05T04:30:53.141984+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,us-east-2,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.us-east-2.amazonaws.com/instance""",2025-07-05T04:30:53.589264+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,us-west-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.us-west-1.amazonaws.com/instance""",2025-07-05T04:30:54.379449+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,global,globalaccelerator,list_accelerators,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://globalaccelerator.us-east-1.amazonaws.com/""",2025-07-05T04:31:11.073747+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,eu-north-1,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.eu-north-1.amazonaws.com/""",2025-07-05T04:31:20.490101+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,eu-west-3,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.eu-west-3.amazonaws.com/""",2025-07-05T04:31:21.150601+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,sa-east-1,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.sa-east-1.amazonaws.com/""",2025-07-05T04:31:21.473684+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,ap-northeast-3,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.ap-northeast-3.amazonaws.com/""",2025-07-05T04:31:21.680703+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,ap-south-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T04:31:21.864735+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,ap-northeast-2,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T04:31:22.092531+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,ap-northeast-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T04:31:22.099827+00:00,enterprise_scan_20250705_100037_62a61368
588989875114,ap-northeast-3,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T04:31:22.324462+00:00,enterprise_scan_20250705_100037_62a61368
