Account,Region,Service,Function,ErrorType,ErrorMessage,Timestamp,ScanSessionId
588989875114,eu-west-3,comprehend,list_document_classifiers,unknown,An error occurred (InvalidRequestException) when calling the ListDocumentClassifiers operation: UNSUPPORTED_OPERATION: This operation is not supported in this region,2025-07-05T04:50:03.034302+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,ap-northeast-3,comprehend,list_document_classifiers,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://comprehend.ap-northeast-3.amazonaws.com/""",2025-07-05T04:50:03.645930+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,us-west-1,comprehend,list_document_classifiers,unknown,An error occurred (InvalidRequestException) when calling the ListDocumentClassifiers operation: UNSUPPORTED_OPERATION: This operation is not supported in this region,2025-07-05T04:50:03.966726+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,sa-east-1,comprehend,list_document_classifiers,unknown,An error occurred (InvalidRequestException) when calling the ListDocumentClassifiers operation: UNSUPPORTED_OPERATION: This operation is not supported in this region,2025-07-05T04:50:03.972468+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,ap-south-1,connect,list_instances,unknown,An error occurred (InvalidRequestException) when calling the ListInstances operation: None,2025-07-05T04:50:04.599642+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,eu-north-1,comprehend,list_document_classifiers,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://comprehend.eu-north-1.amazonaws.com/""",2025-07-05T04:50:04.719478+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,eu-west-3,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.eu-west-3.amazonaws.com/instance""",2025-07-05T04:50:07.434901+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,eu-north-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.eu-north-1.amazonaws.com/instance""",2025-07-05T04:50:07.857505+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,eu-west-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.eu-west-1.amazonaws.com/instance""",2025-07-05T04:50:07.890001+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,us-west-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.us-west-1.amazonaws.com/instance""",2025-07-05T04:50:07.959965+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,us-east-2,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.us-east-2.amazonaws.com/instance""",2025-07-05T04:50:09.453551+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,sa-east-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.sa-east-1.amazonaws.com/instance""",2025-07-05T04:50:10.747397+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,global,globalaccelerator,list_accelerators,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://globalaccelerator.us-east-1.amazonaws.com/""",2025-07-05T04:50:24.812599+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,eu-west-3,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.eu-west-3.amazonaws.com/""",2025-07-05T04:50:34.763168+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,ap-northeast-3,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.ap-northeast-3.amazonaws.com/""",2025-07-05T04:50:36.252436+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,ap-south-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T04:50:37.067202+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,sa-east-1,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.sa-east-1.amazonaws.com/""",2025-07-05T04:50:37.372651+00:00,enterprise_scan_20250705_101953_b03251e1
588989875114,ap-northeast-2,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T04:50:37.379006+00:00,enterprise_scan_20250705_101953_b03251e1
