Check ID,Check Name,Status,Severity,Region,Account ID,Timestamp,Description
acm_certificates_expiration_check,ACM Certificates Expiration Check,FAIL,HIGH,us-east-1,,2025-07-16T10:58:22.718578,ACM Certificate 466bf8a6-a11e-46e8-be3f-22f5050ea1fc for www.lgtech.in has expired (2394 days ago).
