Check ID,Check Name,Status,Severity,Region,Account ID,Timestamp,Description
acm_certificates_with_secure_key_algorithms,ACM Certificates with Secure Key Algorithms,PASS,MEDIUM,us-east-1,,2025-07-16T10:58:22.718361,ACM Certificate 466bf8a6-a11e-46e8-be3f-22f5050ea1fc for www.lgtech.in uses a secure key algorithm (RSA-2048).
