Account,Region,Service,Function,ErrorType,ErrorMessage,Timestamp,ScanSessionId
588989875114,us-west-1,cloudwatch,list_metrics,parameter_validation,"Parameter validation failed:
Unknown parameter in input: ""MaxRecords"", must be one of: Namespace, MetricName, Dimensions, NextToken, RecentlyActive, IncludeLinkedAccounts, OwningAccount",2025-07-05T05:12:11.393888+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,us-west-2,cloudwatch,list_metrics,parameter_validation,"Parameter validation failed:
Unknown parameter in input: ""MaxRecords"", must be one of: Namespace, MetricName, Dimensions, NextToken, RecentlyActive, IncludeLinkedAccounts, OwningAccount",2025-07-05T05:12:11.397529+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-west-3,comprehend,list_document_classifiers,unknown,An error occurred (InvalidRequestException) when calling the ListDocumentClassifiers operation: UNSUPPORTED_OPERATION: This operation is not supported in this region,2025-07-05T05:12:12.735396+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,us-west-1,comprehend,list_document_classifiers,unknown,An error occurred (InvalidRequestException) when calling the ListDocumentClassifiers operation: UNSUPPORTED_OPERATION: This operation is not supported in this region,2025-07-05T05:12:13.444286+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-northeast-3,comprehend,list_document_classifiers,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://comprehend.ap-northeast-3.amazonaws.com/""",2025-07-05T05:12:13.570524+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,sa-east-1,comprehend,list_document_classifiers,unknown,An error occurred (InvalidRequestException) when calling the ListDocumentClassifiers operation: UNSUPPORTED_OPERATION: This operation is not supported in this region,2025-07-05T05:12:13.676605+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-south-1,connect,list_instances,unknown,An error occurred (InvalidRequestException) when calling the ListInstances operation: None,2025-07-05T05:12:13.904832+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-north-1,comprehend,list_document_classifiers,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://comprehend.eu-north-1.amazonaws.com/""",2025-07-05T05:12:15.031775+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,us-east-2,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.us-east-2.amazonaws.com/instance""",2025-07-05T05:12:16.629689+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-west-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.eu-west-1.amazonaws.com/instance""",2025-07-05T05:12:17.149159+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,sa-east-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.sa-east-1.amazonaws.com/instance""",2025-07-05T05:12:17.373404+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-west-3,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.eu-west-3.amazonaws.com/instance""",2025-07-05T05:12:18.073440+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,us-west-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.us-west-1.amazonaws.com/instance""",2025-07-05T05:12:18.591726+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-north-1,connect,list_instances,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://connect.eu-north-1.amazonaws.com/instance""",2025-07-05T05:12:19.948585+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,global,globalaccelerator,list_accelerators,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://globalaccelerator.us-east-1.amazonaws.com/""",2025-07-05T05:12:33.675126+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-northeast-3,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.ap-northeast-3.amazonaws.com/""",2025-07-05T05:12:45.853568+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-south-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:47.088058+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,sa-east-1,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.sa-east-1.amazonaws.com/""",2025-07-05T05:12:47.189497+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-northeast-2,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:47.322850+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-northeast-3,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:47.362791+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-southeast-2,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:47.481167+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-northeast-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:47.491748+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-central-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:47.750773+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-north-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:47.871437+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-west-2,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:47.961084+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-west-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:47.968603+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-north-1,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.eu-north-1.amazonaws.com/""",2025-07-05T05:12:47.974575+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-west-3,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:48.023586+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-west-3,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.eu-west-3.amazonaws.com/""",2025-07-05T05:12:48.042555+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ca-central-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:48.193053+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,us-west-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:48.320901+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,us-west-2,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:48.498974+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,us-east-2,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:48.510293+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,sa-east-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T05:12:48.658786+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,global,shield,list_protections,resource_not_found,An error occurred (ResourceNotFoundException) when calling the ListProtections operation: The subscription does not exist.,2025-07-05T05:12:48.941047+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-north-1,textract,list_adapters,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://textract.eu-north-1.amazonaws.com/""",2025-07-05T05:12:56.238002+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-northeast-1,textract,list_adapters,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://textract.ap-northeast-1.amazonaws.com/""",2025-07-05T05:12:56.573180+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-northeast-3,transcribe,list_transcription_jobs,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://transcribe.ap-northeast-3.amazonaws.com/""",2025-07-05T05:12:56.793479+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-northeast-3,translate,list_text_translation_jobs,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://translate.ap-northeast-3.amazonaws.com/""",2025-07-05T05:12:58.229558+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-northeast-3,textract,list_adapters,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://textract.ap-northeast-3.amazonaws.com/""",2025-07-05T05:12:58.537872+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,sa-east-1,textract,list_adapters,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://textract.sa-east-1.amazonaws.com/""",2025-07-05T05:12:58.681659+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,sa-east-1,translate,list_text_translation_jobs,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://translate.sa-east-1.amazonaws.com/""",2025-07-05T05:12:59.412592+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,us-west-1,workspaces,describe_workspaces,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://workspaces.us-west-1.amazonaws.com/""",2025-07-05T05:13:02.747314+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,ap-northeast-3,workspaces,describe_workspaces,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://workspaces.ap-northeast-3.amazonaws.com/""",2025-07-05T05:13:02.753219+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,eu-north-1,workspaces,describe_workspaces,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://workspaces.eu-north-1.amazonaws.com/""",2025-07-05T05:13:04.049245+00:00,enterprise_scan_20250705_104204_cbf84b54
588989875114,us-east-2,workspaces,describe_workspaces,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://workspaces.us-east-2.amazonaws.com/""",2025-07-05T05:13:05.708446+00:00,enterprise_scan_20250705_104204_cbf84b54
