Check ID,Check Name,Status,Severity,Region,Account ID,Timestamp,Description
acm_certificates_transparency_logs_enabled,ACM Certificates Transparency Logs Enabled,PASS,MEDIUM,us-east-1,,2025-07-16T10:53:04.920475,ACM Certificate 466bf8a6-a11e-46e8-be3f-22f5050ea1fc for www.lgtech.in has Certificate Transparency logging enabled.
