Account,Region,Service,Function,ErrorType,ErrorMessage,Timestamp,ScanSessionId
588989875114,us-west-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T04:48:30.428412+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,us-west-2,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T04:48:30.555504+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,us-east-2,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T04:48:30.584494+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-northeast-3,rekognition,list_collections,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://rekognition.ap-northeast-3.amazonaws.com/""",2025-07-05T04:48:30.591295+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,sa-east-1,securityhub,get_enabled_standards,unknown,An error occurred (InvalidAccessException) when calling the GetEnabledStandards operation: Account 588989875114 is not subscribed to AWS Security Hub,2025-07-05T04:48:30.779645+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,global,shield,list_protections,resource_not_found,An error occurred (ResourceNotFoundException) when calling the ListProtections operation: The subscription does not exist.,2025-07-05T04:48:30.905254+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,eu-north-1,textract,list_adapters,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://textract.eu-north-1.amazonaws.com/""",2025-07-05T04:48:37.457094+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-northeast-3,transcribe,list_transcription_jobs,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://transcribe.ap-northeast-3.amazonaws.com/""",2025-07-05T04:48:38.130434+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-northeast-3,textract,list_adapters,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://textract.ap-northeast-3.amazonaws.com/""",2025-07-05T04:48:39.226968+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-northeast-1,textract,list_adapters,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://textract.ap-northeast-1.amazonaws.com/""",2025-07-05T04:48:39.923609+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,sa-east-1,textract,list_adapters,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://textract.sa-east-1.amazonaws.com/""",2025-07-05T04:48:40.325175+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-northeast-2,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:40.978881+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-northeast-1,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:40.988309+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-northeast-3,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.014711+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-south-1,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.022626+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-southeast-2,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.035706+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ca-central-1,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.043040+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,eu-central-1,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.047736+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,eu-north-1,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.054589+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,eu-west-1,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.058985+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,eu-west-2,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.066344+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,sa-east-1,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.073527+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,eu-west-3,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.083023+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,us-east-1,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.089421+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,us-east-2,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.092025+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,us-west-2,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.095136+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,us-west-1,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.097311+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-southeast-1,wafv2,list_web_acls,parameter_validation,"Parameter validation failed:
Missing required parameter in input: ""Scope""",2025-07-05T04:48:41.100098+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,sa-east-1,translate,list_text_translation_jobs,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://translate.sa-east-1.amazonaws.com/""",2025-07-05T04:48:41.727940+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-northeast-3,translate,list_text_translation_jobs,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://translate.ap-northeast-3.amazonaws.com/""",2025-07-05T04:48:42.149183+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,us-west-1,workspaces,describe_workspaces,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://workspaces.us-west-1.amazonaws.com/""",2025-07-05T04:48:42.784685+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,ap-northeast-3,workspaces,describe_workspaces,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://workspaces.ap-northeast-3.amazonaws.com/""",2025-07-05T04:48:43.030614+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,us-east-2,workspaces,describe_workspaces,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://workspaces.us-east-2.amazonaws.com/""",2025-07-05T04:48:43.760878+00:00,enterprise_scan_20250705_101744_eef196df
588989875114,eu-north-1,workspaces,describe_workspaces,endpoint_connection_error,"Could not connect to the endpoint URL: ""https://workspaces.eu-north-1.amazonaws.com/""",2025-07-05T04:48:43.981077+00:00,enterprise_scan_20250705_101744_eef196df
