Account_ID,Account_Name,Region_Type,Region_Name,Service_Name,Service_Enabled,Resource_Count,Resource_Identifier_Type,Resource_Identifiers,Service_Scope
588989875114,primary,Global,global,chime,True,0,AccountId,,global
588989875114,primary,Global,global,cloudfront,True,2,Id,E15Q3SEZVS4MM4; E15Q3SEZVS4MM4,global
588989875114,primary,Global,global,globalaccelerator,False,0,AcceleratorArn,,global
588989875114,primary,Global,global,iam,True,5,UserName,administrator; ajay; cs_admin_central; ekspod_users; lgtech_admin,global
588989875114,primary,Global,global,organizations,True,5,Id,039612851381; 155052200811; 194722442770; 588989875114; 822343900093,global
588989875114,primary,Global,global,s3,True,15,Name,anup-backup; appstream-logs-ap-south-1-588989875114-khmbajua; aws-codestar-us-east-1-588989875114-codestar-pipe; aws-resilience-hub-reports-588989875114-fnwv5r3jqjzb; elasticbeanstalk-ap-south-1-588989875114; elasticbeanstalk-ap-southeast-1-588989875114; elasticbeanstalk-us-east-1-588989875114; elasticbeanstalk-us-west-2-588989875114; lgtech-website; my-bucket-x2nc4n2t; nmbackupanup; sytestspeechtotext; textract-console-us-east-1-4436e225-a5be-4a99-8619-1ba3510aeb00; www.c-and-c.in; www.lgtech.in,global
588989875114,primary,Global,global,route53,True,2,Id,/hostedzone/Z1RRBOM412L405; /hostedzone/Z21WHXK9RRYGUR,global
588989875114,primary,Global,global,shield,False,0,Id,,global
588989875114,primary,Global,global,waf,True,0,WebACLId,,global
588989875114,primary,Regional,ap-south-1,acm,True,0,CertificateArn,,regional
588989875114,primary,Regional,ap-south-1,apigateway,True,0,id,,regional
588989875114,primary,Regional,ap-south-1,apigatewayv2,True,0,ApiId,,regional
588989875114,primary,Regional,ap-south-1,athena,True,1,Name,primary,regional
588989875114,primary,Regional,ap-south-1,autoscaling,True,0,AutoScalingGroupName,,regional
588989875114,primary,Regional,ap-south-1,backup,True,0,BackupVaultName,,regional
588989875114,primary,Regional,ap-south-1,cloudformation,True,1,StackName,aws-cloud9-test-6fb4667529e04c7d848977e640987df5,regional
588989875114,primary,Regional,ap-south-1,cloudtrail,True,0,TrailARN,,regional
588989875114,primary,Regional,ap-south-1,cloudwatch,False,0,MetricName,,regional
588989875114,primary,Regional,ap-south-1,comprehend,True,0,DocumentClassifierArn,,regional
588989875114,primary,Regional,ap-south-1,config,True,1,ConfigurationRecorderName,default,regional
588989875114,primary,Regional,ap-south-1,connect,False,0,Id,,regional
588989875114,primary,Regional,ap-south-1,datasync,True,0,TaskArn,,regional
588989875114,primary,Regional,ap-south-1,directconnect,True,0,connectionId,,regional
588989875114,primary,Regional,ap-south-1,dynamodb,True,0,TableName,,regional
588989875114,primary,Regional,ap-south-1,ebs,True,0,VolumeId,,regional
588989875114,primary,Regional,ap-south-1,ec2,True,0,InstanceId,,regional
588989875114,primary,Regional,ap-south-1,ecr,True,0,repositoryName,,regional
588989875114,primary,Regional,ap-south-1,ecs,True,1,clusterArn,arn:aws:ecs:ap-south-1:588989875114:cluster/default,regional
588989875114,primary,Regional,ap-south-1,efs,True,1,FileSystemId,fs-0aa3ad26876379bae,regional
588989875114,primary,Regional,ap-south-1,eks,True,0,name,,regional
588989875114,primary,Regional,ap-south-1,elasticache,True,0,CacheClusterId,,regional
588989875114,primary,Regional,ap-south-1,elbv2,True,0,LoadBalancerArn,,regional
588989875114,primary,Regional,ap-south-1,emr,True,0,Id,,regional
588989875114,primary,Regional,ap-south-1,events,True,1,Name,test_as_event,regional
588989875114,primary,Regional,ap-south-1,firehose,True,0,DeliveryStreamName,,regional
588989875114,primary,Regional,ap-south-1,fsx,True,0,FileSystemId,,regional
588989875114,primary,Regional,ap-south-1,glacier,True,0,VaultName,,regional
588989875114,primary,Regional,ap-south-1,glue,True,0,Name,,regional
588989875114,primary,Regional,ap-south-1,guardduty,True,0,DetectorId,,regional
588989875114,primary,Regional,ap-south-1,inspector2,True,0,findingArn,,regional
588989875114,primary,Regional,ap-south-1,kinesis,True,0,StreamName,,regional
588989875114,primary,Regional,ap-south-1,kms,True,9,KeyId,224fb8c8-4ac7-4d47-a279-f8d47590d889; 5d0bb4ae-12ec-4c78-a460-371dd0778696; 9df8102a-f95f-4c8e-9d0f-f582f3502fcf; ad688fb2-569a-4b23-b3e2-6461b0fa7633; ae574e57-5dc8-4950-addd-691311448408; cbd7ac4f-9583-4cc0-9e4f-2c6e144de28e; d1f1b74c-be16-481d-9fe4-198e96cb40ed; f15eb4fe-8fa2-4784-9120-cb8026b19870; f6cbec53-1997-4d9c-9b1d-2a8f0fb2d617,regional
588989875114,primary,Regional,ap-south-1,lambda,True,1,FunctionName,replicate_image,regional
588989875114,primary,Regional,ap-south-1,logs,True,3,logGroupName,/aws/lambda/replicate_image; centralise-test; ec2_flow_log,regional
588989875114,primary,Regional,ap-south-1,networkfirewall,True,0,FirewallArn,,regional
588989875114,primary,Regional,ap-south-1,polly,True,100,Id,Isabelle; Danielle; Gregory; Burcu; Jitka; Sabrina; Joanna; Ruth; Lupe; Jasmine; Jihye; Kevin; Filiz; Elin; Astrid; Tatyana; Maxim; Carmen; Ines; Cristiano; Vitoria; Ricardo; Camila; Maja; Jan; Jacek; Ewa; Ola; Lisa; Ruben; Lotte; Laura; Ida; Liv; Seoyeon; Kazuha; Tomoko; Takumi; Mizuki; Bianca; Giorgio; Carla; Karl; Dora; Mathieu; Lea; Celine; Chantal; Gabrielle; Penelope; Miguel; Mia; Lucia; Enrique; Conchita; Geraint; Salli; Matthew; Kimberly; Kendra; Justin; Joey; Ivy; Aria; Ayanda; Raveena; Aditi; Emma; Brian; Amy; Russell; Nicole; Olivia; Vicki; Marlene; Hans; Naja; Mads; Sofie; Gwyneth; Zhiyu; Zeina; Hala; Arlet; Hannah; Stephen; Kajal; Hiujin; Suvi; Niamh; Arthur; Daniel; Liam; Pedro; Sergio; Andres; Remi; Adriano; Thiago; Zayd,regional
588989875114,primary,Regional,ap-south-1,rds,True,0,DBInstanceIdentifier,,regional
588989875114,primary,Regional,ap-south-1,redshift,True,0,ClusterIdentifier,,regional
588989875114,primary,Regional,ap-south-1,rekognition,True,0,CollectionId,,regional
588989875114,primary,Regional,ap-south-1,sagemaker,True,0,NotebookInstanceName,,regional
588989875114,primary,Regional,ap-south-1,secretsmanager,True,0,ARN,,regional
588989875114,primary,Regional,ap-south-1,securityhub,False,0,StandardsSubscriptionArn,,regional
588989875114,primary,Regional,ap-south-1,sns,True,0,TopicArn,,regional
588989875114,primary,Regional,ap-south-1,sqs,True,0,QueueUrl,,regional
588989875114,primary,Regional,ap-south-1,ssm,True,0,Name,,regional
588989875114,primary,Regional,ap-south-1,stepfunctions,True,0,stateMachineArn,,regional
588989875114,primary,Regional,ap-south-1,storagegateway,True,0,GatewayARN,,regional
588989875114,primary,Regional,ap-south-1,textract,True,0,AdapterId,,regional
588989875114,primary,Regional,ap-south-1,transcribe,True,0,TranscriptionJobName,,regional
588989875114,primary,Regional,ap-south-1,transfer,True,0,ServerId,,regional
588989875114,primary,Regional,ap-south-1,translate,True,0,JobId,,regional
588989875114,primary,Regional,ap-south-1,vpc-lattice,True,0,id,,regional
588989875114,primary,Regional,ap-south-1,wafv2,True,0,Id,,regional
588989875114,primary,Regional,ap-south-1,workspaces,True,0,WorkspaceId,,regional
588989875114,primary,Regional,ap-southeast-1,acm,True,0,CertificateArn,,regional
588989875114,primary,Regional,ap-southeast-1,apigateway,True,1,id,kbv439rva8,regional
588989875114,primary,Regional,ap-southeast-1,apigatewayv2,True,0,ApiId,,regional
588989875114,primary,Regional,ap-southeast-1,athena,True,1,Name,primary,regional
588989875114,primary,Regional,ap-southeast-1,autoscaling,True,0,AutoScalingGroupName,,regional
588989875114,primary,Regional,ap-southeast-1,backup,True,0,BackupVaultName,,regional
588989875114,primary,Regional,ap-southeast-1,cloudformation,True,1,StackName,awseb-e-ptfkyk58zy-stack,regional
588989875114,primary,Regional,ap-southeast-1,cloudtrail,True,1,TrailARN,arn:aws:cloudtrail:ap-southeast-1:588989875114:trail/codepipeline-source-trail,regional
588989875114,primary,Regional,ap-southeast-1,cloudwatch,False,0,MetricName,,regional
588989875114,primary,Regional,ap-southeast-1,comprehend,True,0,DocumentClassifierArn,,regional
588989875114,primary,Regional,ap-southeast-1,config,True,0,ConfigurationRecorderName,,regional
588989875114,primary,Regional,ap-southeast-1,connect,True,0,Id,,regional
588989875114,primary,Regional,ap-southeast-1,datasync,True,0,TaskArn,,regional
588989875114,primary,Regional,ap-southeast-1,directconnect,True,0,connectionId,,regional
